params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",1.1214090415107218,100,-0.09527144570219896,-0.0937302105845102,-0.2,-0.06176470588235296,0.018220450863838004
"{""discount_factor"": 0.1}",1.6475693085401608,100,-0.07858017989671603,-0.07756321070234115,-0.132,-0.04358974358974361,0.013461100655007024
"{""discount_factor"": 0.2}",1.4965069807492535,100,-0.07688747997814437,-0.07625970149253732,-0.12250000000000001,-0.04505494505494504,0.009891380677067534
"{""discount_factor"": 0.3}",1.555298380573368,100,-0.07724482577521707,-0.07619999999999999,-0.106,-0.0566137566137566,0.009105900039533469
"{""discount_factor"": 0.4}",1.5843381141081165,100,-0.07622618004580844,-0.07559490151729337,-0.13333333333333336,-0.05778894472361807,0.00994486190820135
"{""discount_factor"": 0.5}",1.5728942975561555,100,-0.07908671501050608,-0.07694999999999999,-0.15000000000000002,-0.051351351351351375,0.013156299341432148
"{""discount_factor"": 0.6}",1.5876946707654813,100,-0.07873847084149511,-0.07790833333333333,-0.1380952380952381,-0.059574468085106386,0.010031781780467926
"{""discount_factor"": 0.7}",1.6886981468591387,100,-0.07773544533291889,-0.07708560794044664,-0.1096153846153846,-0.054838709677419335,0.00917508422420154
"{""discount_factor"": 0.8}",1.6889460362729558,100,-0.07622389315270407,-0.07489313477941031,-0.10810810810810813,-0.05828220858895705,0.008584236571910825
"{""discount_factor"": 0.9}",1.9460027743867823,100,-0.07760045901145954,-0.07558947368421053,-0.11666666666666667,-0.05185185185185184,0.011709173447916017
