episode,length,time,reward,delta
0,4.0,0.00044394420001481194,-1.3,-1.0
1,2.0,0.0003938726531487191,-1.1,-1.0
2,14.0,0.0011668080660456326,-2.0,-1.0
3,17.0,0.0012546095804282231,-2.6000000000000005,-1.0
4,4.0,0.00037518397766689304,-1.2,-0.5
5,14.0,0.002848083633580245,-1.7,-0.73555
6,15.0,0.0011163839026266942,-1.9,-1.0
7,1.0,0.00016784546460257843,-1.1,-0.915
8,7.0,0.0009294971478084335,-1.4,-0.95
9,21.0,0.002185164576076204,-1.9,-0.95
10,10.0,0.0009654640325607033,-1.7999999999999998,-1.0
11,6.0,0.0005003628411941463,-1.6,-1.0
12,6.0,0.000473916603368707,-1.5,-0.6775820022
13,56.0,0.0047208299747580895,-5.200000000000001,-1.0
14,7.0,0.0005941588369751116,-1.7,-0.5
15,20.0,0.002676359390534344,-2.8000000000000007,-1.0
16,3.0,0.0003896412545145722,-1.3,-0.7677838647052756
17,15.0,0.00184277393600496,-2.0999999999999996,-0.8995
18,5.0,0.0004982471436960623,-1.2,-0.6564319274600234
19,21.0,0.0014439646511164028,-3.0000000000000004,-0.5
20,33.0,0.0024189493306039367,-3.2000000000000006,-0.5914431705150923
21,32.0,0.0030871576364006614,-4.200000000000001,-1.0
22,21.0,0.0015836007933103247,-2.8000000000000007,-0.85322886702419
23,6.0,0.0004908421960863052,-1.4,-0.6983284238944469
24,3.0,0.00034838512328860816,-1.1,-0.34916421194722347
25,8.0,0.000945364890867495,-1.2,-0.7985879317919841
26,1.0,0.00024048446539381985,-1.1,-0.2957215852575461
27,11.0,0.0008508636637998279,-1.5,-0.6887041351467091
28,4.0,0.0004111508624191629,-1.3,-0.34435206757335446
29,28.0,0.0019263440517534036,-2.6000000000000005,-0.8567588445692347
30,26.0,0.0020183769611321623,-3.0000000000000004,-0.5472760615504574
31,23.0,0.001540934194053989,-2.7,-0.5
32,11.0,0.0009245605160685955,-1.6,-0.8884839202056326
33,10.0,0.0013448794088617433,-1.2,-0.17217603378667723
34,39.0,0.0027715658507077023,-3.3000000000000007,-0.8206523310329312
35,24.0,0.001575843229147722,-3.3000000000000007,-1.0
36,25.0,0.0030568326146749314,-3.3000000000000007,-1.0
37,2.0,0.00043971280138066504,-1.2,-0.7578639244588444
38,5.0,0.0004989523768017534,-1.2,-0.5206498620258282
39,23.0,0.0017027851754392032,-2.0,-0.8289157187103993
40,4.0,0.0003801206094067311,-1.1,-0.37893196222942227
41,29.0,0.005192630878809723,-3.800000000000001,-0.9015
42,15.0,0.0010511498476262204,-2.0999999999999996,-0.7639712528736189
43,9.0,0.0008981142764241667,-1.5,-0.5554182164294079
44,10.0,0.0007930345545901218,-1.6,-0.55348
45,50.0,0.004148533362240414,-4.400000000000002,-0.6784
46,18.0,0.0012101798984076595,-2.7,-0.8809173141517532
47,23.0,0.0016368458873330383,-2.3,-0.873784692480609
48,10.0,0.0008508636637998279,-1.4,-0.41445785935519974
49,24.0,0.002903091812186176,-2.9000000000000004,-0.33919999999999995
50,14.0,0.0011259045495535247,-2.0999999999999996,-0.8577427877896
