step,reward,mean,median,std,max,min
0,-0.0768,-0.0768,-0.0768,0.0,-0.0768,-0.0768
1,-0.0833,-0.08005,-0.08005,0.003250000000000003,-0.0768,-0.0833
2,-0.08581314878892733,-0.08197104959630912,-0.0833,0.003797700589781333,-0.0768,-0.08581314878892733
3,-0.06525096525096524,-0.07779102850997315,-0.08005,0.007952020257384852,-0.06525096525096524,-0.08581314878892733
4,-0.0869,-0.07961282280797852,-0.0833,0.007991460366920854,-0.06525096525096524,-0.0869
5,-0.08930000000000002,-0.08122735233998211,-0.08455657439446367,0.008139598293442633,-0.06525096525096524,-0.08930000000000002
6,-0.10397350993377481,-0.08447680342480965,-0.08581314878892733,0.010960927496498848,-0.06525096525096524,-0.10397350993377481
7,-0.0831,-0.08430470299670842,-0.08455657439446367,0.010263114538824692,-0.06525096525096524,-0.10397350993377481
8,-0.0814655172413793,-0.08398923791278295,-0.0833,0.009717209659367567,-0.06525096525096524,-0.10397350993377481
9,-0.08483870967741934,-0.0840741850892466,-0.08406935483870967,0.009222076307036177,-0.06525096525096524,-0.10397350993377481
10,-0.08860000000000001,-0.084485622808406,-0.08483870967741934,0.008888643539883093,-0.06525096525096524,-0.10397350993377481
11,-0.08275862068965516,-0.08434170596517676,-0.08406935483870967,0.008523603577689179,-0.06525096525096524,-0.10397350993377481
12,-0.08780000000000002,-0.08460772858324009,-0.08483870967741934,0.00824090000962958,-0.06525096525096524,-0.10397350993377481
13,-0.0833,-0.08451431939872293,-0.08406935483870967,0.007948268584056348,-0.06525096525096524,-0.10397350993377481
14,-0.11011235955056178,-0.08622085540884553,-0.08483870967741934,0.009986742248560124,-0.06525096525096524,-0.11011235955056178
15,-0.0875,-0.08630080194579269,-0.08532592923317334,0.009674577700061377,-0.06525096525096524,-0.11011235955056178
16,-0.08650000000000001,-0.08631251947839312,-0.08581314878892733,0.009385836026404843,-0.06525096525096524,-0.11011235955056178
17,-0.07590000000000001,-0.08573404617403796,-0.08532592923317334,0.009428072154434718,-0.06525096525096524,-0.11011235955056178
18,-0.08070000000000001,-0.08546909637540438,-0.08483870967741934,0.009245202605870542,-0.06525096525096524,-0.11011235955056178
19,-0.08200000000000002,-0.08529564155663416,-0.08406935483870967,0.00904277211762816,-0.06525096525096524,-0.11011235955056178
20,-0.085,-0.08528156338727062,-0.08483870967741934,0.008825066553816678,-0.06525096525096524,-0.11011235955056178
21,-0.09116465863453814,-0.08554897680760097,-0.08491935483870967,0.00870881315453017,-0.06525096525096524,-0.11011235955056178
22,-0.08520000000000001,-0.08553380390292266,-0.085,0.008517684606163704,-0.06525096525096524,-0.11011235955056178
23,-0.1,-0.08613656207363422,-0.08510000000000001,0.008825207943192859,-0.06525096525096524,-0.11011235955056178
24,-0.0798,-0.08588309959068885,-0.085,0.008735603067746983,-0.06525096525096524,-0.11011235955056178
25,-0.09804878048780487,-0.08635101039442408,-0.08510000000000001,0.008879709719126435,-0.06525096525096524,-0.11011235955056178
26,-0.08759124087591241,-0.08639694485670144,-0.08520000000000001,0.008716866503809994,-0.06525096525096524,-0.11011235955056178
27,-0.08561643835616436,-0.08636906962453939,-0.0854082191780822,0.008561018376544847,-0.06525096525096524,-0.11011235955056178
28,-0.08284132841328412,-0.08624742337587542,-0.08520000000000001,0.008436711280301972,-0.06525096525096524,-0.11011235955056178
29,-0.07293906810035841,-0.08580381153335818,-0.08510000000000001,0.00863205922848617,-0.06525096525096524,-0.11011235955056178
30,-0.0763,-0.08549723696776598,-0.085,0.008656122581439439,-0.06525096525096524,-0.11011235955056178
31,-0.08870000000000001,-0.08559732331252329,-0.08510000000000001,0.008538002072879273,-0.06525096525096524,-0.11011235955056178
32,-0.0793,-0.08540649533335591,-0.085,0.00847665942654202,-0.06525096525096524,-0.11011235955056178
33,-0.08645833333333333,-0.08543743174511996,-0.08510000000000001,0.008352963086785752,-0.06525096525096524,-0.11011235955056178
34,-0.07890000000000001,-0.08525064798097366,-0.085,0.008304499067899247,-0.06525096525096524,-0.11011235955056178
35,-0.0832167832167832,-0.08519415173752393,-0.08491935483870967,0.008195165185553063,-0.06525096525096524,-0.11011235955056178
36,-0.07312252964426877,-0.08486789168094946,-0.08483870967741934,0.008317308457117978,-0.06525096525096524,-0.11011235955056178
37,-0.08402777777777776,-0.08484578342033967,-0.08443324372759856,0.008208242258201747,-0.06525096525096524,-0.11011235955056178
38,-0.07669999999999999,-0.0846369171787925,-0.08402777777777776,0.008203988344011082,-0.06525096525096524,-0.11011235955056178
39,-0.078125,-0.08447411924932272,-0.08366388888888887,0.00816433785421081,-0.06525096525096524,-0.11011235955056178
40,-0.0849,-0.08448450658470509,-0.08402777777777776,0.008064425726995936,-0.06525096525096524,-0.11011235955056178
41,-0.07236842105263155,-0.08419602835775095,-0.08366388888888887,0.00817915142342057,-0.06525096525096524,-0.11011235955056178
42,-0.08342792281498297,-0.0841781654381517,-0.08342792281498297,0.008084314444797396,-0.06525096525096524,-0.11011235955056178
43,-0.0845464725643897,-0.0841865360546571,-0.08372785029638036,0.007992107739120173,-0.06525096525096524,-0.11011235955056178
44,-0.09090909090909091,-0.08433592616253341,-0.08402777777777776,0.007964692990636115,-0.06525096525096524,-0.11011235955056178
45,-0.0795,-0.08423079733291312,-0.08372785029638036,0.007909148302647964,-0.06525096525096524,-0.11011235955056178
46,-0.08783783783783783,-0.08430754287557109,-0.08402777777777776,0.007841850022026621,-0.06525096525096524,-0.11011235955056178
47,-0.0819,-0.08425738573233003,-0.08372785029638036,0.0077673492104220485,-0.06525096525096524,-0.11011235955056178
48,-0.08077858880778588,-0.0841863898767271,-0.08342792281498297,0.007703401459409786,-0.06525096525096524,-0.11011235955056178
49,-0.0855,-0.08421266207919255,-0.08372785029638036,0.007628195551140322,-0.06525096525096524,-0.11011235955056178
50,-0.0874,-0.08427515890116916,-0.08402777777777776,0.007565956120459505,-0.06525096525096524,-0.11011235955056178
51,-0.09400544959128065,-0.084462279875979,-0.08428712517108372,0.007611082643456899,-0.06525096525096524,-0.11011235955056178
52,-0.0991869918699187,-0.08474010463058164,-0.0845464725643897,0.0078005954805299,-0.06525096525096524,-0.11011235955056178
53,-0.08780000000000002,-0.08479676935964493,-0.08469259112090452,0.007739032781974238,-0.06525096525096524,-0.11011235955056178
54,-0.0902869757174393,-0.08489659129342302,-0.08483870967741934,0.007703359664294266,-0.06525096525096524,-0.11011235955056178
55,-0.08109999999999999,-0.08482879502032617,-0.08469259112090452,0.007650808742463466,-0.06525096525096524,-0.11011235955056178
56,-0.0848,-0.08482828984453099,-0.0848,0.007583400364203788,-0.06525096525096524,-0.11011235955056178
57,-0.08698296836982969,-0.08486543947427751,-0.08481935483870967,0.007522972147219677,-0.06525096525096524,-0.11011235955056178
58,-0.07809999999999999,-0.0847507710086118,-0.0848,0.00750989377312191,-0.06525096525096524,-0.11011235955056178
59,-0.0862,-0.08477492482513492,-0.08481935483870967,0.00744935906056047,-0.06525096525096524,-0.11011235955056178
60,-0.08652291105121292,-0.08480358033703785,-0.08483870967741934,0.007391379994041921,-0.06525096525096524,-0.11011235955056178
61,-0.08380000000000001,-0.0847873935574082,-0.08481935483870967,0.007332619696409662,-0.06525096525096524,-0.11011235955056178
62,-0.0829,-0.08475743492951283,-0.0848,0.007278015417914324,-0.06525096525096524,-0.11011235955056178
63,-0.084,-0.0847456000087392,-0.08467323628219485,0.0072215430464212605,-0.06525096525096524,-0.11011235955056178
64,-0.08415300546448085,-0.08473648316959675,-0.0845464725643897,0.007166148563123199,-0.06525096525096524,-0.11011235955056178
65,-0.0807,-0.08467532433369378,-0.08434973901443527,0.007128725362749543,-0.06525096525096524,-0.11011235955056178
66,-0.0845,-0.08467270755259387,-0.0845,0.007075357856539258,-0.06525096525096524,-0.11011235955056178
67,-0.07730000000000001,-0.08456428538270279,-0.08432650273224043,0.007078990873141496,-0.06525096525096524,-0.11011235955056178
68,-0.0828,-0.08453871602933029,-0.08415300546448085,0.007030669039074054,-0.06525096525096524,-0.11011235955056178
69,-0.0844,-0.08453673437176842,-0.08427650273224042,0.0069802887370711275,-0.06525096525096524,-0.11011235955056178
70,-0.0809,-0.08448551276089844,-0.08415300546448085,0.0069441937619001476,-0.06525096525096524,-0.11011235955056178
71,-0.09340000000000001,-0.08460932508366374,-0.08427650273224042,0.0069742722405723365,-0.06525096525096524,-0.11011235955056178
72,-0.0765,-0.08449823843868204,-0.08415300546448085,0.006990183324227416,-0.06525096525096524,-0.11011235955056178
73,-0.0815450643776824,-0.08445833068110097,-0.0840903916211293,0.006951159513075668,-0.06525096525096524,-0.11011235955056178
74,-0.09200000000000001,-0.08455888627201961,-0.08415300546448085,0.006958636067258395,-0.06525096525096524,-0.11011235955056178
75,-0.08597014925373134,-0.08457745552177898,-0.08427650273224042,0.006914574282715011,-0.06525096525096524,-0.11011235955056178
76,-0.08080000000000001,-0.08452839765785977,-0.08415300546448085,0.006882827781873929,-0.06525096525096524,-0.11011235955056178
77,-0.09646226415094339,-0.08468139594623264,-0.08427650273224042,0.006969104728120292,-0.06525096525096524,-0.11011235955056178
78,-0.08879310344827585,-0.08473344287663825,-0.0844,0.006940095348564191,-0.06525096525096524,-0.11011235955056178
79,-0.085,-0.08473677484068028,-0.08445,0.006896646936072528,-0.06525096525096524,-0.11011235955056178
80,-0.09307604994324631,-0.0848397288542922,-0.0845,0.006915525621419203,-0.06525096525096524,-0.11011235955056178
81,-0.08370000000000001,-0.08482582972192278,-0.08445,0.006874366671387509,-0.06525096525096524,-0.11011235955056178
82,-0.08610000000000001,-0.08484118117105624,-0.0845,0.006834243292312794,-0.06525096525096524,-0.11011235955056178
83,-0.0875,-0.08487283377616273,-0.08452323628219485,0.0067995590836045635,-0.06525096525096524,-0.11011235955056178
84,-0.08990000000000002,-0.08493197690820786,-0.0845464725643897,0.006781142877235862,-0.06525096525096524,-0.11011235955056178
85,-0.08730000000000002,-0.084959512060438,-0.08467323628219485,0.006746380356638206,-0.06525096525096524,-0.11011235955056178
86,-0.0888086642599278,-0.08500375518916778,-0.0848,0.006720033007352471,-0.06525096525096524,-0.11011235955056178
87,-0.08310000000000001,-0.08498212160747269,-0.08467323628219485,0.006684788102398095,-0.06525096525096524,-0.11011235955056178
88,-0.08376623376623375,-0.08496845994633517,-0.0845464725643897,0.006648362361424356,-0.06525096525096524,-0.11011235955056178
89,-0.0825,-0.08494103261359812,-0.08452323628219485,0.006616385264492928,-0.06525096525096524,-0.11011235955056178
90,-0.0804,-0.08489113115630582,-0.0845,0.006596939208843146,-0.06525096525096524,-0.11011235955056178
91,-0.087,-0.08491405364373728,-0.08452323628219485,0.006564631200501501,-0.06525096525096524,-0.11011235955056178
92,-0.08858695652173912,-0.08495354722307064,-0.0845464725643897,0.0065402216076204415,-0.06525096525096524,-0.11011235955056178
93,-0.07640000000000001,-0.08486255203984648,-0.08452323628219485,0.0065642594625693615,-0.06525096525096524,-0.11011235955056178
94,-0.07719298245614034,-0.08478181972843904,-0.0845,0.006576366242651245,-0.06525096525096524,-0.11011235955056178
95,-0.09229050279329608,-0.08486003517703129,-0.08452323628219485,0.006586293657186781,-0.06525096525096524,-0.11011235955056178
96,-0.07958715596330276,-0.08480567559750832,-0.0845,0.006573867336895401,-0.06525096525096524,-0.11011235955056178
97,-0.071078431372549,-0.08466560167684546,-0.08445,0.006684157622588757,-0.06525096525096524,-0.11011235955056178
98,-0.07862068965517241,-0.08460454195945484,-0.0844,0.006677727375193902,-0.06525096525096524,-0.11011235955056178
99,-0.0834,-0.08459249653986028,-0.08427650273224042,0.006645335701800742,-0.06525096525096524,-0.11011235955056178
