steps,time,reward,delta,converged
1,0.0006657399903815531,-0.18888888888888888,0,False
2,0.00115622957036976,-0.09999999999999999,0.07499240499412456,False
3,0.0003173548682298133,-0.26,0.07499240499412456,False
4,0.0006657399903815531,-0.18181818181818182,0.3747723828630617,False
5,0.0010730120714015356,-0.11666666666666664,0.3747723828630617,False
6,0.0018325480564271857,-0.0838709677419355,0.3747723828630617,False
7,0.0007246269492497959,-0.17499999999999996,0.3747723828630617,False
8,0.0008050235160226293,-0.16666666666666666,0.3747723828630617,False
9,0.0006206050759374193,-0.18,0.4247334393849799,False
10,0.0007912714715985203,-0.16153846153846152,0.4247334393849799,False
11,0.0006727923207563435,-0.1636363636363636,0.42799674832219736,False
12,0.0029940668744075083,-0.11764705882352938,0.42799674832219736,False
13,0.000784924374329421,-0.16923076923076924,0.42799674832219736,False
14,0.000721453400728933,-0.125,0.42799674832219736,False
15,0.0002559995939463988,-0.3,0.42799674832219736,False
16,0.0007863348405408033,-0.13846153846153844,0.42799674832219736,False
17,0.0007263900320140237,-0.125,0.42799674832219736,False
18,0.0011343673459123238,-0.11052631578947367,0.5273682713233976,False
19,0.0003155917856929591,-0.27999999999999997,0.5273682713233976,False
20,0.0003593162341530842,-0.325,0.5273682713233976,False
21,0.00038047322527745564,-0.19999999999999998,0.5273682713233976,False
22,0.0007958554863307654,-0.14615384615384613,0.5273682713233976,False
23,0.0014894521821133822,-0.11200000000000003,0.6945333296889342,False
24,0.0010758330038243002,-0.09999999999999999,0.6945333296889342,False
25,0.00025564697716617957,-0.3,0.6945333296889342,False
26,0.004784653564911423,-0.10365853658536572,0.6945333296889342,False
27,0.0004908421963136789,-0.2,0.6945333296889342,False
28,0.0009545329205593589,-0.10625,0.6945333296889342,False
29,0.0005497291554092953,-0.15555555555555556,0.6945333296889342,False
30,0.0004933105119562242,-0.2,0.6945333296889342,False
31,0.0017422782270841708,-0.09615384615384616,0.6945333296889342,False
32,0.0008000868847375386,-0.14615384615384613,0.6945333296889342,False
33,0.002768392301277345,-0.0936170212765958,0.6945333296889342,False
34,0.0015423446600379975,-0.10769230769230773,0.6945333296889342,False
35,0.002475015356367294,-0.10714285714285718,0.6945333296889342,False
36,0.000841695634107964,-0.1357142857142857,0.6945333296889342,False
37,0.0017246474010335078,-0.09310344827586207,0.6945333296889342,False
38,0.001138598744319097,-0.13999999999999999,0.6945333296889342,False
39,0.0002757461190867616,-0.325,0.6945333296889342,False
40,0.00043900756782022654,-0.2285714285714286,0.6945333296889342,False
41,0.002869593242621704,-0.08367346938775513,0.6945333296889342,False
42,0.0009555907702178956,-0.15625,0.6945333296889342,False
43,0.0007873926899719663,-0.13076923076923078,0.6945333296889342,False
44,0.0005539605533613212,-0.16666666666666666,0.6945333296889342,False
45,0.00043230785399828164,-0.19999999999999998,0.6945333296889342,False
46,0.001608989182386722,-0.10740740740740742,0.6945333296889342,False
47,0.001056791711562255,-0.1357142857142857,0.7115132544717058,False
48,0.0012006592517082026,-0.15833333333333333,0.7115132544717058,False
49,0.0022479303172531218,-0.2125,0.7115132544717058,False
50,0.0006791394182528165,-0.21666666666666667,0.7115132544717058,False
51,0.0014055294502668403,-0.14000000000000004,0.7115132544717058,False
52,0.0015687908990003052,-0.10000000000000002,0.7115132544717058,False
53,0.0006766711026102712,-0.18181818181818182,0.7115132544717058,False
54,0.0014905100317719189,-0.08800000000000001,0.7115132544717058,False
55,0.0016072260998498678,-0.11481481481481483,0.7115132544717058,False
56,0.0004936631285090698,-0.175,0.7115132544717058,False
57,0.0007905662387202028,-0.14615384615384613,0.7115132544717058,False
58,0.0006720870876506524,-0.14545454545454548,0.7115132544717058,False
59,0.00025917314246726164,-0.325,0.7115132544717058,False
60,0.0017320523479611438,-0.09629629629629631,0.7115132544717058,False
61,0.0008550950619792275,-0.1357142857142857,0.7115132544717058,False
62,0.0032592344975910237,-0.08727272727272732,0.7115132544717058,False
63,0.00043724448528337234,-0.21428571428571427,0.7115132544717058,False
64,0.001552217922608179,-0.12692307692307694,0.7115132544717058,False
65,0.00019817048450931907,-0.39999999999999997,0.7115132544717058,False
66,0.0010204722098023922,-0.12352941176470586,0.7115132544717058,False
67,0.0015532757722667156,-0.10384615384615385,0.7115132544717058,False
68,0.0010800644017763261,-0.12222222222222223,0.7115132544717058,False
69,0.00043865495126738097,-0.18571428571428572,0.7115132544717058,False
70,0.0013808462938413868,-0.11739130434782609,0.7115132544717058,False
71,0.0004940157450619154,-0.2,0.7115132544717058,False
72,0.0018903771656368917,-0.11250000000000003,0.7115132544717058,False
73,0.00049154742941937,-0.1875,0.7115132544717058,False
74,0.0010927585965418984,-0.1636363636363636,0.7115132544717058,False
75,0.0005613655005163309,-0.17777777777777778,0.7115132544717058,False
76,0.0007951502534524479,-0.15384615384615385,0.7115132544717058,False
77,0.0010208248263552377,-0.11764705882352941,0.7115132544717058,False
78,0.00037624182732542977,-0.2333333333333333,0.7115132544717058,False
79,0.0005525500873773126,-0.17777777777777778,0.7115132544717058,False
80,0.0011389513608719426,-0.12631578947368424,0.7280494567260916,False
81,0.0005546657864670124,-0.19999999999999998,0.7280494567260916,False
82,0.0015462234418919252,-0.12692307692307694,0.7280494567260916,False
83,0.0004908421963136789,-0.1625,0.7280494567260916,False
84,0.0007225112503874698,-0.16666666666666666,0.7280494567260916,False
85,0.003171080367792456,-0.08627450980392161,0.7280494567260916,False
86,0.0007768141942960938,-0.17499999999999996,0.7280494567260916,False
87,0.0009689901980891591,-0.14666666666666667,0.7280494567260916,False
88,0.000657277194022754,-0.16,0.7280494567260916,False
89,0.0005384454266277316,-0.2125,0.7280494567260916,False
90,0.0004037459157189005,-0.21666666666666667,0.7280494567260916,False
91,0.0007285057311037235,-0.17499999999999996,0.7280494567260916,False
92,0.0023089329752110643,-0.11290322580645164,0.7280494567260916,False
93,0.0003011345083905326,-0.3,0.7280494567260916,False
94,0.0005359771109851863,-0.2125,0.7280494567260916,False
95,0.00046016455917197163,-0.18571428571428572,0.7280494567260916,False
96,0.0003251124317102949,-0.27999999999999997,0.7342833789811242,False
97,0.0006745554035205714,-0.14545454545454548,0.7342833789811242,False
98,0.004110803394269169,-0.10327868852459011,0.7342833789811242,False
99,0.0027070370269939303,-0.11304347826086959,0.7342833789811242,False
100,0.0010800644017763261,-0.13333333333333336,0.7342833789811242,False
101,0.001591358356336059,-0.13333333333333336,0.7342833789811242,False
102,0.0007182798519806965,-0.14166666666666666,0.7342833789811242,False
103,0.0004316026208925905,-0.19999999999999998,0.7342833789811242,False
104,0.0012440310838428559,-0.1285714285714286,0.7342833789811242,False
105,0.003496898032608442,-0.11199999999999999,0.7342833789811242,False
106,0.001291281697604063,-0.08095238095238096,0.7342833789811242,False
107,0.0011484720068892784,-0.13684210526315793,0.7342833789811242,False
108,0.0009704006640731677,-0.13124999999999998,0.7342833789811242,False
109,0.00043195523744543607,-0.21428571428571427,0.7342833789811242,False
110,0.0014316230726763024,-0.12916666666666668,0.7342833789811242,False
111,0.0020656275762576115,-0.08000000000000002,0.7342833789811242,False
112,0.0005532553204830037,-0.17777777777777778,0.7342833789811242,False
113,0.0011897281397068582,-0.14500000000000002,0.7342833789811242,False
