episode,length,time,reward,delta
0,1000.0,0.05884640800104535,-88.39999999999925,-0.1
1,1000.0,0.0587543750898476,-81.59999999999964,-0.104
2,1000.0,0.058751554157424835,-76.69999999999992,-0.04176874999999999
3,1000.0,0.058947256326064235,-72.80000000000014,-0.05118640000000001
4,1000.0,0.05852587958361255,-65.30000000000057,-0.03915454999999998
5,1000.0,0.058902474029309815,-76.79999999999991,-0.011332995199999973
6,235.0,0.01389168043533573,-15.599999999999966,1.05
7,1000.0,0.05904880988418881,-63.20000000000063,0.025345365929183142
8,412.0,0.024403884141065646,-28.800000000000153,0.5249999999999999
9,347.0,0.020418259611687972,-22.000000000000057,0.26249999999999996
10,801.0,0.04739906528448046,-53.3000000000005,0.355
11,1000.0,0.0593037516282493,-65.10000000000058,-0.017947588486473487
12,1000.0,0.058444777783734025,-70.20000000000029,0.061567176835377255
13,434.0,0.02559608059709717,-28.50000000000015,1.0
14,1000.0,0.05864788490180217,-60.900000000000595,0.07786254443978577
15,223.0,0.013004849886783632,-10.999999999999973,0.1775
16,1000.0,0.058608391851521446,-68.70000000000037,-0.09534254737196421
17,600.0,0.0352500156914175,-35.80000000000025,0.08875
18,1000.0,0.058962418836017605,-51.30000000000046,0.037706654039481105
19,1000.0,0.058683499170001596,-56.700000000000536,-0.04490725698460177
20,1000.0,0.05935241270708502,-52.80000000000048,-0.01443229584875566
21,1000.0,0.058703598311694805,-41.00000000000031,0.0667038749837948
22,1000.0,0.058492028398177354,-54.3000000000005,0.06492311336534945
23,690.0,0.040741312763202586,-40.100000000000314,0.62631875
24,691.0,0.04062741762572841,-39.2000000000003,0.7703376
25,1000.0,0.0586179124948103,-43.300000000000345,0.039092403486242024
26,1000.0,0.0585586729212082,-54.1000000000005,0.07964471913615367
27,1000.0,0.058910584208206274,-51.800000000000466,0.050485422407552036
28,680.0,0.03994792559387861,-32.80000000000021,0.67632612325
29,1000.0,0.05861685464697075,-54.90000000000051,0.028710868792613718
