steps,time,reward,delta,converged
1,0.0006801972676839796,-0.17777777777777778,0,False
2,0.0015638542677152145,-0.09615384615384616,0.09000000000000001,False
3,0.0011400092103031056,-0.11052631578947367,0.09076387500000001,False
4,0.000911161088879453,-0.12666666666666665,0.09076387500000001,False
5,0.0012531991137620935,-0.11904761904761904,0.09076387500000001,False
6,0.001395303571371187,-0.1,0.09076387500000001,False
7,0.0005596024179794767,-0.18888888888888888,0.10371574426404728,False
8,0.0018374846877122764,-0.11290322580645164,0.7438752034546485,False
9,0.0009629957171455317,-0.15000000000000002,0.8139500000000001,False
10,0.0005588971844190382,-0.15555555555555556,0.8139500000000001,False
11,0.0002598783753455791,-0.3,0.8139500000000001,False
12,0.0005592498014266312,-0.18888888888888888,0.8139500000000001,False
13,0.0005021259248678689,-0.1875,0.8139500000000001,False
14,0.0006752606368536362,-0.17272727272727273,0.8139500000000001,False
15,0.0015504548400713247,-0.11153846153846156,0.8139500000000001,False
16,0.0013734413464590034,-0.10869565217391304,0.8139500000000001,False
17,0.0009041087582772889,-0.15333333333333332,0.8139500000000001,False
18,0.0007098170553945238,-0.15454545454545454,0.8139500000000001,False
19,0.0011671606821437308,-0.12777777777777777,0.8139500000000001,False
20,0.0005666547481268935,-0.17777777777777778,0.8139500000000001,False
21,0.00020310711579440976,-0.39999999999999997,0.8139500000000001,False
22,0.0003240545820517582,-0.27999999999999997,0.8139500000000001,False
23,0.0010338716379010293,-0.11764705882352941,0.8139500000000001,False
24,0.000500362842103641,-0.15,0.8139500000000001,False
25,0.0009146872539531614,-0.14666666666666667,0.8186878784454223,False
26,0.00038153107516336604,-0.2333333333333333,0.8186878784454223,False
27,0.0006160210609778005,-0.16,0.8186878784454223,False
28,0.0010927585967692721,-0.1388888888888889,0.8496829930007352,False
29,0.0014372649370670842,-0.1125,0.8496829930007352,False
30,0.0025007563626786578,-0.08809523809523812,0.8496829930007352,False
31,0.001413287013747322,-0.1347826086956522,0.8496829930007352,False
32,0.000443591583007219,-0.21428571428571427,0.8693656038192588,False
33,0.001667876141709712,-0.11428571428571431,0.8693656038192588,False
34,0.0008480427313770633,-0.14285714285714285,0.8693656038192588,False
35,0.00026093622500411584,-0.3,0.8693656038192588,False
36,0.0009601747847227671,-0.1375,0.8693656038192588,False
37,0.003074463440952968,-0.0980769230769231,0.8693656038192588,False
38,0.001485220783706609,-0.11600000000000002,0.8693656038192588,False
39,0.0003170022519043414,-0.27999999999999997,0.8693656038192588,False
40,0.0014309178400253586,-0.10416666666666667,0.8693656038192588,False
41,0.0005222250665610773,-0.19999999999999998,0.8693656038192588,False
42,0.0006262469405555748,-0.18,0.8693656038192588,False
43,0.0004971892940375255,-0.2,0.8693656038192588,False
44,0.00131279130528128,-0.09545454545454544,0.8693656038192588,False
45,0.0008515688964507717,-0.15714285714285717,0.8693656038192588,False
46,0.001192901688227721,-0.135,0.8693656038192588,False
47,0.0009016404424073698,-0.12666666666666665,0.8693656038192588,False
48,0.001536702795419842,-0.11923076923076925,0.8693656038192588,False
49,0.0019986304373560415,-0.07941176470588236,0.8693656038192588,False
50,0.0014224550432118122,-0.1166666666666667,0.8693656038192588,False
51,0.00043230785377090797,-0.2285714285714286,0.8693656038192588,False
52,0.0006667978400400898,-0.19,0.8693656038192588,False
53,0.0024623211616017215,-0.10975609756097565,0.8693656038192588,False
54,0.0006844286658633791,-0.14545454545454548,0.8693656038192588,False
55,0.0010292876227140368,-0.15294117647058827,0.8693656038192588,False
