params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",12.407555937323195,100,-0.11987418223237319,-0.1,-0.325,-0.044444444444444446,0.06447606052567693
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",29.60565730892995,100,-0.0873805404568317,-0.0892,-0.10198019801980197,-0.06476683937823834,0.009680007781848415
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",30.11649603553269,100,-0.09289804415177731,-0.09427897193864464,-0.10927835051546392,-0.0663157894736842,0.007882108839005064
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",29.15392698440155,100,-0.09017144760396575,-0.08930688810957453,-0.11951219512195123,-0.07169999999999999,0.0081872884612039
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",25.26462318340782,100,-0.07857796318290167,-0.07670577164366374,-0.1181818181818182,-0.060099999999999994,0.01074972996250559
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",27.61529043964947,100,-0.0820835680543162,-0.08089820046034735,-0.10283018867924529,-0.057199999999999994,0.009859485524910666
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",29.979764043129762,100,-0.07806514610272297,-0.07606936936936937,-0.10701754385964914,-0.06229508196721311,0.009889425464153119
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",29.475111268144246,100,-0.0763195301740843,-0.0746259367039562,-0.10317460317460314,-0.06179999999999999,0.009484922131282363
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",26.308169913205347,100,-0.07645154441118641,-0.07430759796381296,-0.1041860465116279,-0.0628,0.009494641000781186
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",10.263789950569844,100,-0.1108218501560032,-0.09999999999999998,-0.325,-0.04597701149425287,0.04859273103007442
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",17.350119642784193,100,-0.09068192838934473,-0.08931578651640298,-0.10740740740740738,-0.07678571428571426,0.007029278431121999
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",17.300584426620844,100,-0.07716699363555049,-0.07400000000000001,-0.11296296296296292,-0.06179999999999999,0.010631896330417804
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",15.091898212303931,100,-0.07986725387151687,-0.07784831846259437,-0.10810810810810809,-0.0638,0.010124738387942738
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",16.532882900988625,100,-0.07677129085293213,-0.07521088207362717,-0.1125,-0.0613,0.008862718978366362
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",14.715293542674772,100,-0.08483431276342542,-0.08465215737475712,-0.11046511627906974,-0.06352201257861634,0.009203434526328968
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",14.72537943300631,100,-0.08105932682826353,-0.07907307692307693,-0.1068181818181818,-0.06489999999999999,0.009064870548049251
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",13.284050943213515,100,-0.0897915874027207,-0.08718478491205764,-0.11463414634146342,-0.07584830339321358,0.009011129150417832
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",13.659941211773912,100,-0.09120856294873893,-0.08888888888888888,-0.11956521739130431,-0.07834757834757834,0.00803324153387534
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",9.843999630458711,100,-0.08261684699275296,-0.07894106670813247,-0.12258064516129034,-0.06031746031746031,0.01504316324835693
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",39.215083383227466,100,-0.08766645039131127,-0.08980000000000002,-0.10487804878048783,-0.056375838926174496,0.010303976839062944
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",38.28745122431974,100,-0.07764301322130174,-0.07522057877813504,-0.12647058823529414,-0.0625,0.01104858315281392
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",34.038500434775415,100,-0.08596967672553175,-0.08692464814348469,-0.11454545454545449,-0.06459999999999999,0.009077576566561186
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",39.974549550024676,100,-0.07610655953359799,-0.07345,-0.10111940298507463,-0.060700000000000004,0.00947747971843269
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",38.69971529742179,100,-0.08429495586456091,-0.08402283087925563,-0.11076923076923076,-0.0663,0.008765250556796205
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",35.46809278892033,100,-0.07781676361052801,-0.07555,-0.10620155038759689,-0.06139999999999999,0.009869105499824147
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",37.85292470720378,100,-0.07774418104341084,-0.0752,-0.10299625468164794,-0.0601,0.011214042517650201
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",34.64946744327062,100,-0.08088181510546506,-0.0787236842105263,-0.11428571428571424,-0.06359999999999999,0.010770958434869946
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",13.327220373335877,100,-0.07565039096841661,-0.07224407171775592,-0.11136363636363637,-0.053947368421052626,0.011842543666321188
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",28.80290146977677,100,-0.09494334019793035,-0.09580000000000001,-0.1347826086956522,-0.074,0.008330977026618717
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",28.309275365998474,100,-0.08668449845495349,-0.08641957989637693,-0.10379146919431279,-0.06749999999999999,0.00891825214112683
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",32.19239638892577,100,-0.08775072921254132,-0.08869675996904522,-0.11090909090909087,-0.0647,0.00967848995195278
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",31.925073573436748,100,-0.0884591625483232,-0.08837320534362575,-0.10207100591715976,-0.077,0.0067479254592939944
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",28.37102557104481,100,-0.0847092279226611,-0.08216854233407497,-0.12162162162162163,-0.06498316498316498,0.010561570519757648
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",28.15359446702314,100,-0.091875606356391,-0.09134998765040048,-0.1310344827586207,-0.07512953367875647,0.008240769578690368
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",29.691576908131537,100,-0.07983230386632342,-0.07865548780487805,-0.11914893617021272,-0.0633,0.009848948487169037
