step,reward,mean,median,std,max,min
0,-0.09344262295081968,-0.09344262295081968,-0.09344262295081968,0.0,-0.09344262295081968,-0.09344262295081968
1,-0.07142857142857142,-0.08243559718969555,-0.08243559718969555,0.011007025761124126,-0.07142857142857142,-0.09344262295081968
2,-0.09484536082474226,-0.08657218506804447,-0.09344262295081968,0.01072345385691132,-0.07142857142857142,-0.09484536082474226
3,-0.06400000000000002,-0.08092913880103335,-0.08243559718969555,0.013482442674859174,-0.06400000000000002,-0.09484536082474226
4,-0.061428571428571416,-0.07702902532654096,-0.07142857142857142,0.014361913133018154,-0.061428571428571416,-0.09484536082474226
5,-0.18571428571428572,-0.09514323539116509,-0.08243559718969555,0.042573585183306825,-0.061428571428571416,-0.18571428571428572
6,-0.14615384615384613,-0.10243046550011951,-0.09344262295081968,0.04326895502702913,-0.061428571428571416,-0.18571428571428572
7,-0.07142857142857142,-0.098555228741176,-0.08243559718969555,0.041752836790507473,-0.061428571428571416,-0.18571428571428572
8,-0.05405405405405406,-0.09361065377594023,-0.07142857142857142,0.04177547153093847,-0.05405405405405406,-0.18571428571428572
9,-0.15454545454545454,-0.09970413385289166,-0.08243559718969555,0.04364453590660418,-0.05405405405405406,-0.18571428571428572
10,-0.10681818181818184,-0.10035086548609985,-0.09344262295081968,0.04166365752680708,-0.05405405405405406,-0.18571428571428572
11,-0.06511627906976745,-0.09741464995140549,-0.08243559718969555,0.04106142115128423,-0.05405405405405406,-0.18571428571428572
12,-0.06585365853658537,-0.09498688138103471,-0.07142857142857142,0.04033700065089818,-0.05405405405405406,-0.18571428571428572
13,-0.0892156862745098,-0.09457465315914007,-0.08032212885154061,0.038898112994167115,-0.05405405405405406,-0.18571428571428572
14,-0.075,-0.09326967628186407,-0.075,0.03789503687788604,-0.05405405405405406,-0.18571428571428572
15,-0.1046979865771812,-0.0939839456753214,-0.0821078431372549,0.03679584783266001,-0.05405405405405406,-0.18571428571428572
16,-0.06521739130434782,-0.09229179541820531,-0.075,0.036333251665164726,-0.05405405405405406,-0.18571428571428572
17,-0.10285714285714287,-0.09287875916481296,-0.0821078431372549,0.035392413729011835,-0.05405405405405406,-0.18571428571428572
18,-0.10625000000000001,-0.09358250868245438,-0.0892156862745098,0.03457759631334501,-0.05405405405405406,-0.18571428571428572
19,-0.07068965517241378,-0.09243786600695235,-0.0821078431372549,0.03406939372376982,-0.05405405405405406,-0.18571428571428572
20,-0.0892857142857143,-0.09228776354403626,-0.0892156862745098,0.033255099636741565,-0.05405405405405406,-0.18571428571428572
21,-0.09583333333333333,-0.09244892580718611,-0.08925070028011206,0.032498905115767966,-0.05405405405405406,-0.18571428571428572
22,-0.0955128205128205,-0.09258213862047457,-0.0892857142857143,0.031790697055048514,-0.05405405405405406,-0.18571428571428572
23,-0.09444444444444446,-0.0926597346964733,-0.09136416861826699,0.03112356912240623,-0.05405405405405406,-0.18571428571428572
24,-0.12857142857142856,-0.0940962024514715,-0.09344262295081968,0.031296198545320175,-0.05405405405405406,-0.18571428571428572
25,-0.09000000000000002,-0.09393865620333798,-0.09172131147540985,0.03069855585296515,-0.05405405405405406,-0.18571428571428572
26,-0.14166666666666666,-0.09570636029457237,-0.09344262295081968,0.03144426497867312,-0.05405405405405406,-0.18571428571428572
27,-0.2,-0.0994311331411948,-0.09394353369763206,0.03644208799445586,-0.05405405405405406,-0.2
28,-0.08830409356725145,-0.09904744212140365,-0.09344262295081968,0.0358657763255501,-0.05405405405405406,-0.2
29,-0.10196078431372547,-0.09914455352781439,-0.09394353369763206,0.03526682486207551,-0.05405405405405406,-0.2
30,-0.1357142857142857,-0.10032422230802314,-0.09444444444444446,0.035289893105076034,-0.05405405405405406,-0.2
31,-0.06756756756756759,-0.0993005768473839,-0.09394353369763206,0.035198606349032616,-0.05405405405405406,-0.2
32,-0.11875000000000001,-0.09988995330655408,-0.09444444444444446,0.0348211697513261,-0.05405405405405406,-0.2
33,-0.08644067796610169,-0.09949438638477606,-0.09394353369763206,0.03438044946871471,-0.05405405405405406,-0.2
34,-0.11764705882352941,-0.10001303416874045,-0.09444444444444446,0.03402042456531246,-0.05405405405405406,-0.2
