episode,length,time,reward,delta
0,14.0,0.0010264666907460196,-1.9,-0.99999311148595
1,3.0,0.0003741261280083563,-1.2,-0.09999931114859495
2,3.0,0.0003899938710674178,-1.3,-1.0004863131389703
3,9.0,0.0008533319796697469,-1.5,-1.0003128416400413
4,3.0,0.00026834117124963086,-1.1,-0.10004863131389685
5,15.0,0.0011636345170700224,-2.4000000000000004,-1.0005839425483356
6,4.0,0.0004291343047952978,-1.2,-0.009999931114859528
7,22.0,0.0014132870128378272,-2.9000000000000004,-0.10003128416400409
8,15.0,0.0011177943706570659,-1.9,-1.0002408258512643
9,7.0,0.0006022690176905598,-1.5,-0.8703938807130984
10,4.0,0.0004291343047952978,-1.4,-1.0007885716169198
11,4.0,0.0004940157450619154,-1.2,-0.0009999931114859084
12,4.0,0.0003741261280083563,-1.2,-0.7865437686404207
13,6.0,0.0005102361046738224,-1.5,-1.000622972605223
14,17.0,0.0011304885629215278,-2.4000000000000004,-0.10002408258512652
15,4.0,0.0018050439684884623,-1.3,-0.7828549544283414
16,32.0,0.00211358342312451,-2.8000000000000007,-1.0000048300664277
17,10.0,0.0008007921187527245,-1.7999999999999998,-0.79067350404151
18,11.0,0.0008758994372328743,-2.0,-0.869256533641371
19,55.0,0.004698262517194962,-5.200000000000001,-1.000703398917022
20,11.0,0.0010592600283416687,-1.5,-0.8766463773745138
21,12.0,0.0007976185679581249,-2.2,-0.9875386867993974
22,7.0,0.0004940157450619154,-1.1,-0.8855168257364966
23,26.0,0.0018071596678055357,-2.8000000000000007,-1.000255231032297
24,5.0,0.0003854098558804253,-1.4,-0.09875386867993974
25,22.0,0.0016033473184506875,-2.6000000000000005,-0.07906735040415103
26,14.0,0.001147766774010961,-2.4000000000000004,-1.0001425612378427
27,7.0,0.0007397894587484188,-1.7,-0.9100658915701674
28,5.0,0.00046228025894379243,-1.3,-0.8870759889189564
29,2.0,0.0003046606743737357,-1.2,-0.8948179428876561
30,9.0,0.00066221382439835,-1.7999999999999998,-0.08870759889189561
31,7.0,0.0004915474291919963,-1.6,-0.8598186202057709
32,26.0,0.003292027833595057,-2.5,-0.8825974702756366
33,3.0,0.00030924468774173874,-1.3,-0.08825974702756367
34,4.0,0.0005116465708852047,-1.3,-0.7829920119806668
35,2.0,0.0002704568723856937,-1.1,-0.9829545140037632
36,36.0,0.0023977923392521916,-3.700000000000001,-0.9776274738462946
37,23.0,0.0016893857500690501,-3.0000000000000004,-0.9098711223695983
38,26.0,0.0018071596659865463,-2.7,-0.9000752032514222
39,4.0,0.0003716578121384373,-1.4,-0.8691195402468839
40,15.0,0.0009746320611156989,-2.5,-1.000785487610828
41,7.0,0.001660823811107548,-1.7,-0.7943123058648968
42,18.0,0.0011974857043242082,-1.9,-0.794229375321253
43,5.0,0.0004541700782283442,-1.4,-0.8697819955952915
44,13.0,0.0010698385231080465,-1.7999999999999998,-0.8689548902407157
45,7.0,0.0006301257217273815,-1.7,-0.10000048300664277
46,10.0,0.0007722301797912223,-1.6,-0.8184778168906438
47,24.0,0.001585011259521707,-3.1000000000000005,-0.7910148400177535
48,22.0,0.0013762622784270206,-3.1000000000000005,-0.07918683102981883
49,4.0,0.0004640433398890309,-1.1,-0.872765234110786
50,13.0,0.0009393704094691202,-1.4,-0.9066797838655368
51,3.0,0.00031453393603442237,-1.2,-0.8922068921959257
52,4.0,0.0004474703637242783,-1.2,-0.08922068921959259
53,16.0,0.001198896168716601,-2.4000000000000004,-1.0004744824732628
54,1.0,0.0002538838944019517,-1.1,-0.08727652341107861
55,7.0,0.0006985333275224548,-1.6,-0.892067801181546
56,8.0,0.00074049469185411,-1.6,-0.8591888965296202
57,8.0,0.0005708861463062931,-1.6,-0.10002552310322965
58,20.0,0.0014513695969071705,-2.4000000000000004,-0.008922068921959236
59,13.0,0.0009887367232295219,-2.2,-0.8521120182240559
60,10.0,0.0007091118222888326,-1.7,-0.0008922068921959347
61,4.0,0.0004344235530879814,-1.1,-0.09066797838655372
62,19.0,0.0013924826380389277,-2.8000000000000007,-0.08591888965296202
63,16.0,0.0036749693736055633,-2.4000000000000004,-0.008591888965296168
64,3.0,0.00045240699546411633,-1.1,-0.7816866936237569
65,14.0,0.0009647587994550122,-2.4000000000000004,-0.100002399232901
66,4.0,0.0003688368815346621,-1.2,-0.07816866936237565
67,17.0,0.0010800644013215788,-2.2,-0.009066797838655383
68,13.0,0.0014665321086795302,-1.9,-0.8678327993087047
69,20.0,0.0013953035704616923,-2.3,-0.7831313065288649
70,10.0,0.0007665883149456931,-1.7,-0.8541678668331608
71,1.0,0.00023590045202581678,-1.1,-0.9894921175386225
72,14.0,0.0010567917106527602,-2.0,-0.8598837155374125
73,11.0,0.0008346433041879209,-2.0,-0.8690714056813187
74,2.0,0.0002986661929753609,-1.1,-0.871304909320338
75,10.0,0.0007352054435614264,-1.6,-0.7827018072120648
76,9.0,0.0006188419920363231,-1.9,-0.9008002277923457
77,16.0,0.0011749182449420914,-2.0999999999999996,-0.09894921175386229
78,20.0,0.0012941026307089487,-2.5,-0.007833336074938302
79,8.0,0.0006463460813392885,-1.7,-0.9101167154037446
80,8.0,0.0008060813670454081,-1.7999999999999998,-0.8701434817372109
81,34.0,0.0022496934016089654,-3.800000000000001,-0.8586257341074026
82,18.0,0.001270124706934439,-1.7999999999999998,-0.009894921175386262
83,12.0,0.0008600316923548235,-1.7,-0.07818483369316298
84,7.0,0.0004957788260071538,-1.7,-0.08701434817372111
85,2.0,0.0018142119970434578,-1.1,-0.9854668246514791
86,6.0,0.0005109413377795136,-1.5,-0.7917624310159177
87,32.0,0.002349836491703172,-3.500000000000001,-0.8728617703596572
88,4.0,0.00040868254836823326,-1.4,-0.08541678668331609
89,6.0,0.00049683667748468,-1.3,-0.8601478542489313
90,27.0,0.001855115515354555,-3.2000000000000006,-1.0005821981195526
91,22.0,0.0014556009955413174,-2.9000000000000004,-0.7801497159222365
92,6.0,0.0005296300132613396,-1.4,-0.0008686806355373555
93,2.0,0.0002062806652247673,-1.2,-0.09854668246514786
94,10.0,0.0008275909731310094,-1.6,-0.08601478542489316
