episode,length,time,reward,delta
0,1000.0,0.05872651838399179,-84.0999999999995,-0.1002967599368832
1,1000.0,0.059736412098573055,-83.9999999999995,-0.1340590768221809
2,884.0,0.05172355429021991,-72.00000000000013,0.999581078297417
3,1000.0,0.05869513551442651,-82.89999999999957,-0.05071284349623453
4,1000.0,0.059296346682458534,-75.89999999999996,0.02584878822202625
5,1000.0,0.058896126931358594,-70.40000000000028,-0.0004936946862607362
6,862.0,0.050787710044460255,-60.80000000000061,0.9997794629566265
7,1000.0,0.058793868140128325,-59.60000000000058,0.05284106513687604
8,1000.0,0.05880409401834186,-68.60000000000038,-0.07393977003257392
9,1000.0,0.0588375925890432,-62.900000000000624,0.023147564831639697
10,723.0,0.04245996568351984,-44.10000000000037,0.7000235499672007
11,1000.0,0.058763543120221584,-60.60000000000059,-0.021364716251713073
12,973.0,0.057602024300649646,-61.10000000000061,0.3500117749836005
13,251.0,0.014962929426474147,-15.699999999999967,1.0313295756467995
14,284.0,0.016681934961525258,-15.599999999999966,0.17500588749180024
15,1000.0,0.059179630612561596,-60.200000000000585,0.00856798472877168
16,856.0,0.050439324922990636,-54.60000000000052,0.08750294374590006
17,1000.0,0.05876706928393105,-62.10000000000061,-0.010753093502274103
18,1000.0,0.05928471033621463,-63.80000000000064,-0.02599293204878081
19,1000.0,0.05912180150335189,-52.500000000000476,0.007893261420004336
20,1000.0,0.05917927799782774,-55.50000000000052,-0.06604823140032233
21,1000.0,0.05864330088661518,-54.70000000000051,0.04323495858080542
22,417.0,0.024557272328820545,-18.70000000000001,0.5156647878233998
23,1000.0,0.05891411037373473,-48.300000000000416,-0.06401227419151637
24,837.0,0.04927110639073362,-45.40000000000039,0.04375147187295003
25,677.0,0.04005018438328989,-39.2000000000003,0.5124477316058739
26,1000.0,0.05876001695469313,-56.80000000000054,0.031606710459872484
27,1000.0,0.05853963162735454,-52.60000000000048,0.033913626149568304
28,1000.0,0.05935276532363787,-59.400000000000574,0.06668074538244138
