params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",4.421392609581289,100,-0.08866372132253804,-0.0857359084579524,-0.14375000000000002,-0.057894736842105256,0.014354568194404366
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",11.45761584686852,100,-0.08305663130109905,-0.08210019825800272,-0.1152173913043478,-0.06133333333333333,0.00834825666753994
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",11.671846250734234,100,-0.0905979020145893,-0.09046788585016494,-0.12093023255813952,-0.06419753086419752,0.007408663429087985
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",10.813034963338396,100,-0.07909989281678782,-0.0756,-0.13684210526315793,-0.05807560137457044,0.012985337220562524
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",11.34919825581801,100,-0.07711939884539508,-0.07505387453874537,-0.13333333333333336,-0.04578313253012047,0.010664717833629874
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",10.929535935502372,100,-0.07999354302304491,-0.07798888888888889,-0.14090909090909093,-0.05576923076923078,0.012940679027759265
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",9.055978225224862,100,-0.0782196547879281,-0.07680510220617172,-0.12173913043478264,-0.05185185185185184,0.01127621075032638
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",11.076760737701989,100,-0.08023148144555277,-0.0787094289508632,-0.12142857142857144,-0.060958904109589034,0.010742723427030225
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",8.292337784058873,100,-0.07843462481719926,-0.0768003171121078,-0.12187500000000001,-0.05000000000000002,0.011962377940941673
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",3.3240246098121133,100,-0.10050698609163006,-0.0976638023630505,-0.17272727272727273,-0.042857142857142864,0.023403722572495206
