steps,time,reward,delta,converged
1,0.00029796095986966975,-0.39999999999999997,0,False
2,0.00045099652925273404,-0.26,0.0496487645047607,False
3,0.0008885936313163256,-0.15714285714285717,0.07469077644481455,False
4,0.0006731449375365628,-0.17777777777777778,0.399839679792851,False
5,0.0007870400731917471,-0.175,0.399839679792851,False
6,0.0001978178679564735,-0.55,0.399839679792851,False
7,0.000577585860810359,-0.2285714285714286,0.399839679792851,False
8,0.0003237019645894179,-0.39999999999999997,0.399839679792851,False
9,0.00032299673330271617,-0.275,0.399839679792851,False
10,0.0019171760195604293,-0.11562500000000003,0.5335341496578382,False
11,0.0006283626389631536,-0.2125,0.5335341496578382,False
12,0.0010021361504186643,-0.12666666666666665,0.6339072269804924,False
13,0.0028925133156008087,-0.07500000000000001,0.6339072269804924,False
14,0.0005684178304363741,-0.21428571428571427,0.6339072269804924,False
15,0.0006220155428309226,-0.275,0.6339072269804924,False
16,0.000754599353967933,-0.18,0.6339072269804924,False
17,0.0037165781232033623,-0.1126984126984126,0.6497943179715384,False
18,0.0027941333064518403,-0.14000000000000004,0.6497943179715384,False
19,0.0005694756800949108,-0.21428571428571427,0.6497943179715384,False
20,0.0005807594097859692,-0.18571428571428572,0.6497943179715384,False
21,0.0003854098576994147,-0.3,0.6497943179715384,False
22,0.0003811784590652678,-0.26,0.6497943179715384,False
23,0.00032581766390649136,-0.26,0.6497943179715384,False
24,0.0003621371670305962,-0.55,0.6497943179715384,False
25,0.0005060047078586649,-0.25,0.6623776951786366,False
26,0.0004192610413156217,-0.2333333333333333,0.6623776951786366,False
27,0.0002736304195423145,-0.3666666666666667,0.6623776951786366,False
28,0.001008130631817039,-0.12142857142857143,0.6623776951786366,False
29,0.0004182031934760744,-0.325,0.798190123613426,False
30,0.0004079773134435527,-0.26,0.798190123613426,False
31,0.0024891200173442485,-0.12000000000000006,0.798190123613426,False
32,0.0016093417980300728,-0.10740740740740742,0.798190123613426,False
33,0.0007203955501609016,-0.18,0.798190123613426,False
34,0.0021231040700513404,-0.2,0.798190123613426,False
35,0.001955258605448762,-0.12692307692307694,0.798190123613426,False
