episode,length,time,reward,delta
0,3.0,0.0007990290350790019,-1.3,-1.0004680018826975
1,30.0,0.0033805345810833387,-3.800000000000001,-1.000179043106078
2,6.0,0.0008007921173884824,-1.4,-0.9900022916168066
3,3.0,0.0003237019654989126,-1.2,-0.990287087440818
4,5.0,0.00038823078875793726,-1.4,-1.0006028648586336
5,31.0,0.0018847353012461099,-3.2000000000000006,-0.8913710653851679
6,6.0,0.0004344235530879814,-1.3,-1.0004800197826398
7,12.0,0.0007845717577765754,-1.7999999999999998,-0.9898420960324654
8,9.0,0.0006812551173425163,-1.7999999999999998,-0.9903810856823153
9,6.0,0.0004421811167958367,-1.1,-0.958063869405047
10,7.0,0.0004943683616147609,-1.7,-0.9903882876758408
11,4.0,0.00031382870338347857,-1.3,-0.8022339588466509
12,5.0,0.0003713051955855917,-1.4,-0.9898737848941019
13,21.0,0.001360747152375552,-2.5,-0.8912485836465778
14,5.0,0.0003762418268706824,-1.2,-0.8912583786967361
15,6.0,0.00043019215490858187,-1.3,-0.8913494589082567
16,18.0,0.0011297833311800787,-2.0,-1.0001523896309654
17,16.0,0.0010127146465492842,-1.9,-0.9999715497211299
18,15.0,0.0009538276876810414,-2.0999999999999996,-0.9904385669606808
19,1.0,0.0001488041716584121,-1.1,-0.7379088148033641
20,18.0,0.0011318990300424048,-2.7,-1.000108404323807
21,9.0,0.0006033268664396019,-1.7999999999999998,-0.9714491524992709
22,26.0,0.0015920635892143764,-3.600000000000001,-0.9898331869745003
23,22.0,0.0013551052879847703,-2.0999999999999996,-0.6840093984872594
24,39.0,0.002350189108256018,-4.8000000000000025,-0.87464671495208
25,12.0,0.0008762520533309726,-1.7999999999999998,-0.8021325408270625
26,52.0,0.0031114881753637746,-4.000000000000002,-0.8118901891167332
27,4.0,0.0003155917856929591,-1.3,-0.9003268082269216
28,19.0,0.0011879650569426303,-2.7,-0.9701193881874894
29,19.0,0.0012415627679729369,-2.7,-0.9995760422531705
30,1.0,0.0001354047440145223,-1.1,-0.6156084586385334
31,24.0,0.0014827524682914373,-2.8000000000000007,-0.9903696815730686
32,18.0,0.0011251993164478336,-2.2,-0.9903510555053131
33,28.0,0.0017087796577470726,-3.2000000000000006,-0.9383242362011894
34,5.0,0.0004227872082083195,-1.4,-0.7765752060012977
35,17.0,0.0010786539360196912,-2.3,-0.9478160808499707
36,18.0,0.0011329568801556889,-2.6000000000000005,-0.9901959712415498
37,23.0,0.001420339344349486,-3.0000000000000004,-0.847987468197915
38,41.0,0.002626640460221097,-2.8000000000000007,-0.8776689387226855
39,28.0,0.0017239421681551903,-2.8000000000000007,-0.8530344727649736
40,4.0,0.00031594440224580467,-1.3,-0.8102941274042295
41,64.0,0.003823773547082965,-3.400000000000001,-0.6091420372628282
42,19.0,0.0012105325145057577,-2.8000000000000007,-0.7677310254884763
43,34.0,0.0020673906587944657,-3.400000000000001,-0.9904516948304157
44,25.0,0.0015412868101520871,-3.1000000000000005,-0.8069455134864871
45,7.0,0.000490489579988207,-1.7,-0.7259219156953514
46,2.0,0.00020063879992449074,-1.1,-0.5774047661291297
47,42.0,0.0025688113505566434,-3.800000000000001,-0.8802921218055824
48,18.0,0.0011555243372640689,-2.4000000000000004,-0.8794935896789429
49,14.0,0.0009093980061152251,-1.5,-0.8159719220722488
