episode,length,time,reward,delta
0,9.0,0.0007464891732524848,-1.6,-0.9998128794345268
1,5.0,0.0005063573235020158,-1.3,-0.9996496749424182
2,2.0,0.00026834117215912556,-1.2,-0.989580669166047
3,7.0,0.0005627759665003396,-1.7,-0.9998922385706571
4,8.0,0.0007048804245641804,-1.4,-0.990122150998026
5,3.0,0.00036107931646256475,-1.2,-0.9807181883738284
6,13.0,0.0009217395845553256,-2.0999999999999996,-1.0002846450596246
7,23.0,0.0015321187802328495,-3.1000000000000005,-1.0004883039592307
8,7.0,0.0006170789101815899,-1.3,-0.9011149097682195
9,1.0,0.0003053659065699321,-1.1,-0.8927359147100176
10,27.0,0.001958079536962032,-2.9000000000000004,-0.8291826098173176
11,51.0,0.003455289283010643,-5.300000000000001,-1.0004925353870335
12,3.0,0.0003755365942197386,-1.3,-0.8825121646915043
13,10.0,0.0007373211437879945,-1.7999999999999998,-0.8014397072946189
14,9.0,0.0007605938344568131,-1.4,-0.8453398312048457
15,5.0,0.0004531122285698075,-1.5,-0.7212957365651569
16,17.0,0.001170686848126934,-1.7999999999999998,-0.9894168728673562
17,3.0,0.00043371832089178497,-1.3,-0.8998315914910742
18,29.0,0.002116051738084934,-3.0000000000000004,-1.0001078720594752
19,8.0,0.0006946545454411535,-1.5,-0.6880733906135948
20,24.0,0.0014908626480973908,-3.0000000000000004,-0.9000970848535277
21,2.0,0.0002990188095282065,-1.2,-0.7922091788815601
22,32.0,0.002281076270264748,-3.9000000000000012,-0.8999030147135915
23,12.0,0.0008773099034442566,-1.6,-0.712988260993404
24,28.0,0.0021171095886529656,-3.700000000000001,-0.9795061753588875
25,35.0,0.0027881388259629603,-3.700000000000001,-0.8098484323419668
26,6.0,0.0005313930960255675,-1.5,-0.9002561805536621
27,12.0,0.0007947976373543497,-1.7999999999999998,-0.9896804284292878
28,3.0,0.00029126124627509853,-1.3,-0.9764843442368836
29,17.0,0.0012401523026710493,-2.5,-0.9995696558080063
30,4.0,0.0004929578954033786,-1.1,-0.770432372613314
31,8.0,0.0006512827130791266,-1.7999999999999998,-0.9996915092448084
32,4.0,0.00042243459120072657,-1.3,-0.6920531640769222
33,7.0,0.0005328035622369498,-1.7,-0.8099127132422324
34,16.0,0.0011837336587632308,-2.5,-0.8813996688821089
35,5.0,0.0005655968989231042,-1.2,-0.62284784766923
36,18.0,0.0012694194729192532,-2.0999999999999996,-0.6389817007757536
37,4.0,0.0006608033590964624,-1.3,-0.72886358910777
38,27.0,0.0028276318771531805,-2.4000000000000004,-0.9699192554981134
39,28.0,0.001973947280930588,-3.600000000000001,-0.5750835306981782
40,11.0,0.000982037008725456,-1.7999999999999998,-0.823950373174852
41,8.0,0.0005567814851019648,-1.4,-0.5762030490109658
42,17.0,0.0010708963718570885,-2.0999999999999996,-0.9444350232136386
43,1.0,0.00025000511323014507,-1.1,-0.6316636960498749
44,2.0,0.00021474346158356639,-1.1,-0.7478798636755907
45,30.0,0.0020585752463375684,-3.0000000000000004,-0.728921441918009
46,26.0,0.0019129446227452718,-2.7,-0.8996847074481764
47,15.0,0.002271555624247412,-2.2,-0.5957441246224982
48,3.0,0.0003124182376268436,-1.2,-0.5361697121602484
